Title,Description,Link,Date,StartDate,EndDate,Location
Modri kaftan,,"https://www.kinodvor.org/film/modri-kaftan/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 15. maj 2024",Wed May 15 2024 10:00:00 GMT+0200 (Central European Summer Time),Wed May 15 2024 12:04:00 GMT+0200 (Central European Summer Time),"Kinodvor dvorana
Ljubljana"
Modri kaftan,,"https://www.kinodvor.org/film/modri-kaftan/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 15. maj 2024",Wed May 15 2024 15:00:00 GMT+0200 (Central European Summer Time),Wed May 15 2024 17:04:00 GMT+0200 (Central European Summer Time),"Kinodvor dvorana
Ljubljana"
"Zlati abonma: Beethovnov orkester iz Bonna, dir. Dirk Kaftan",,"https://www.cd-cc.si/kultura/glasba/beethovnov-orkester-iz-bonna-0
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 15. maj 2024",Wed May 15 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom
Ljubljana"
Beethovnov orkester iz Bonna,,"https://www.cd-cc.si/kultura/glasba/beethovnov-orkester-iz-bonna-0
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 15. maj 2024",Wed May 15 2024 20:00:00 GMT+0200 (Central European Summer Time),Wed May 15 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Gallusova dvorana
Ljubljana"
Pod svobodnim soncem,,"https://sngmb.mojekarte.si/si/pod-svobodnim-soncem/vstopnice-1179944.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Frana%20%C5%BDi%C5%BEka
https://dogodki.kulturnik.si/?where=Maribor","sreda, 15. maj 2024",Wed May 15 2024 20:00:00 GMT+0200 (Central European Summer Time),,"SNG Maribor: Dvorana Frana Žižka
Maribor"
Nova Schola Labacensis (SI) - kopija,,"http://www.seviqc-brezice.si/nova-schola-labacensis-si-kopija.2.html
https://dogodki.kulturnik.si/?where=Radio%20Slovenija%2C%20tretji%20program%2C%20program%20ARS","četrtek, 16. maj 2024",Thu May 16 2024 00:00:00 GMT+0200 (Central European Summer Time),,"Radio Slovenija, tretji program, program ARS"
Lila = Igra življenja,,"https://www.mojekarte.si/si/lila-igra-zivljenja/vstopnice-1180197.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 16. maj 2024",Thu May 16 2024 18:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Linhartova dvorana
Ljubljana"
Lila=Igra življenja,,"https://www.cd-cc.si/kultura/prireditev-drugega-organizatorja/lilaigra-zivljenja
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 16. maj 2024",Thu May 16 2024 18:00:00 GMT+0200 (Central European Summer Time),Thu May 16 2024 20:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Linhartova dvorana
Ljubljana"
Abonma Amabile: kvartet Con anima,,"https://www.dpgkoper.com/index.php?id=119&p=&search=#ontitle
https://dogodki.kulturnik.si/?where=Pokrajinski%20muzej%20Koper
https://dogodki.kulturnik.si/?where=Koper","četrtek, 16. maj 2024",Thu May 16 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Pokrajinski muzej Koper
Koper"
Simfonični Orkester RTV Slovenija - Kromatika 8,,"https://www.cd-cc.si/kultura/glasba/simfonicni-orkester-rtv-slovenija-kromatika-8-2
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 16. maj 2024",Thu May 16 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom
Ljubljana"
"Kromatika 2023 2024, 8. koncertni večer",,"https://www.mojekarte.si/si/kromatika-2023-2024-8-koncertni-vecer/vstopnice-1168285.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 16. maj 2024",Thu May 16 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Gallusova dvorana
Ljubljana"
Simfonični Orkester RTV Slovenija - Kromatika 8,,"https://www.cd-cc.si/kultura/glasba/simfonicni-orkester-rtv-slovenija-kromatika-8-2
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 16. maj 2024",Thu May 16 2024 19:30:00 GMT+0200 (Central European Summer Time),Thu May 16 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Gallusova dvorana
Ljubljana"
Lora Markova & Trio Chagall,,"https://kulturnidom-ng.si/events/trio-chagall/
https://dogodki.kulturnik.si/?where=Grad%20Kromberk
https://dogodki.kulturnik.si/?where=Nova%20Gorica","četrtek, 16. maj 2024",Thu May 16 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Grad Kromberk
Nova Gorica"
Mednarodni trienale umetnost in okolje,,"http://www.ugm.si
https://dogodki.kulturnik.si/?where=Maribor","petek, 17. maj 2024",Fri May 17 2024 00:00:00 GMT+0200 (Central European Summer Time),Sun Jul 28 2024 00:00:00 GMT+0200 (Central European Summer Time),Maribor
TOSCA,,"https://sngmb.mojekarte.si/si/tosca/vstopnice-1167871.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Ondine%20Otta%20Klasinc...
https://dogodki.kulturnik.si/?where=Maribor","petek, 17. maj 2024",Fri May 17 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor: Dvorana Ondine Otta Klasinc...
Maribor"
Koncert tradicionalne indijske klasične glasbe,,"https://www.cd-cc.si/kultura/prireditev-drugega-organizatorja/koncert-tradicionalne-indijske-klasicne-glasbe
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 17. maj 2024",Fri May 17 2024 19:30:00 GMT+0200 (Central European Summer Time),Fri May 17 2024 21:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Klub CD
Ljubljana"
Giacomo Puccini: Tosca,,"https://www.sng-mb.si/event/tosca-2/
https://dogodki.kulturnik.si/?where=SNG%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","petek, 17. maj 2024",Fri May 17 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor
Maribor"
Koncert tradicionalne indijske klasične glasbe,,"https://www.cd-cc.si/kultura/prireditev-drugega-organizatorja/koncert-tradicionalne-indijske-klasicne-glasbe
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 17. maj 2024",Fri May 17 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom
Ljubljana"
JAMSKA ŽENSKA,,"https://www.mojekarte.si/si/jamska-zenska/vstopnice-1181471.html
https://dogodki.kulturnik.si/?where=Kulturni%20dom%20Vransko
https://dogodki.kulturnik.si/?where=Vransko","petek, 17. maj 2024",Fri May 17 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Kulturni dom Vransko
Vransko"
Symphonika On the Rock,,"https://www.cd-cc.si/kultura/prireditev-drugega-organizatorja/symphonika-rock
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 18. maj 2024",Sat May 18 2024 00:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom
Ljubljana"
SIM 4: Predstavitev skladateljice Unsuk Chin in skladbe Rocanā,,"https://filharmonija.si/koncert/predstavitev-skladateljice-unsuk-chin-in-skladbe-rocana/
https://dogodki.kulturnik.si/?where=Slovenska%20filharmonija
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 18. maj 2024",Sat May 18 2024 11:00:00 GMT+0200 (Central European Summer Time),,"Slovenska filharmonija
Ljubljana"
Big Foot Mama / Mi2 / Cherry Flavoured,,"https://www.facebook.com/events/1369785177057775/
https://dogodki.kulturnik.si/?where=%C5%A0portni%20dom%20Sevnica
https://dogodki.kulturnik.si/?where=Sevnica","sobota, 18. maj 2024",Sat May 18 2024 19:00:00 GMT+0200 (Central European Summer Time),,"Športni dom Sevnica
Sevnica"
Diptih,,"https://www.cd-cc.si/kultura/glasba/diptih
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 18. maj 2024",Sat May 18 2024 19:30:00 GMT+0200 (Central European Summer Time),Sat May 18 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Linhartova dvorana
Ljubljana"
Vatra,,"https://www.orto-bar.com/dogodki/koncerti/vatra/
https://dogodki.kulturnik.si/?where=Orto%20Bar
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 18. maj 2024",Sat May 18 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Orto Bar
Ljubljana"
Symphonika on the rock,,"https://www.mojekarte.si/si/symphonika-on-the-rock/vstopnice-1179609.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 18. maj 2024",Sat May 18 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Gallusova dvorana
Ljubljana"
Giacomo Puccini: Tosca,,"https://www.sng-mb.si/event/tosca-2/
https://dogodki.kulturnik.si/?where=SNG%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","nedelja, 19. maj 2024",Sun May 19 2024 17:00:00 GMT+0200 (Central European Summer Time),,"SNG Maribor
Maribor"
TOSCA,,"https://sngmb.mojekarte.si/si/tosca/vstopnice-1167873.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Ondine%20Otta%20Klasinc...
https://dogodki.kulturnik.si/?where=Maribor","nedelja, 19. maj 2024",Sun May 19 2024 17:00:00 GMT+0200 (Central European Summer Time),,"SNG Maribor: Dvorana Ondine Otta Klasinc...
Maribor"
76. letna predstava AFS France Marolt z gosti: Diptih,,"https://www.mojekarte.si/si/76-letna-predstava-afs-france-marolt-z-gosti-diptih/vstopnice-1181422.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 19. maj 2024",Sun May 19 2024 18:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Linhartova dvorana
Ljubljana"
"Éric Le Sage, klavir & Daishin Kashimoto, violina",,"https://www.cd-cc.si/kultura/glasba/eric-le-sage-klavir-daishin-kashimoto-violina
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 19. maj 2024",Sun May 19 2024 19:30:00 GMT+0200 (Central European Summer Time),Sun May 19 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Gallusova dvorana
Ljubljana"
"Srebrni abonma / Iz(z)vrstni abonma: Éric Le Sage, klavir & Daishin Kashimoto, violina",,"https://www.cd-cc.si/kultura/glasba/eric-le-sage-klavir-daishin-kashimoto-violina
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 19. maj 2024",Sun May 19 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom
Ljubljana"
Éric Le Sage klavir & Daishin Kashimoto violina,,"https://www.mojekarte.si/si/&eacute;ric-le-sage-klavir-daishin-kashimoto-violina/vstopnice-1167760.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 19. maj 2024",Sun May 19 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Gallusova dvorana
Ljubljana"
Rod Stewart,,"https://www.facebook.com/events/2147112038965328/
https://dogodki.kulturnik.si/?where=Dvorana%20Sto%C5%BEice
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 19. maj 2024",Sun May 19 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Dvorana Stožice
Ljubljana"
Symphonika On the Rock,,"https://www.eventim.si/si/vstopnice/symphonika-on-the-rock-koper-arena-bonifika-632737/event.html?co=svn&cm=1
https://dogodki.kulturnik.si/?where=Arena%20Bonifika
https://dogodki.kulturnik.si/?where=Koper","nedelja, 19. maj 2024",Sun May 19 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Arena Bonifika
Koper"
Giacomo Puccini: Tosca,,"https://www.sng-mb.si/event/tosca-2/
https://dogodki.kulturnik.si/?where=SNG%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","torek, 21. maj 2024",Tue May 21 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor
Maribor"
Miet Warlop & NTGent: ENA PESEM,,"https://www.mojekarte.si/si/miet-warlop-ntgent-ena-pesem/vstopnice-1168137.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 21. maj 2024",Tue May 21 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Linhartova dvorana
Ljubljana"
Miet Warlop: Ena pesem,,"https://www.cd-cc.si/kultura/gledalisce-in-ples/miet-warlop-ena-pesem
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","torek, 21. maj 2024",Tue May 21 2024 19:30:00 GMT+0200 (Central European Summer Time),Tue May 21 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Linhartova dvorana
Ljubljana"
TOSCA,,"https://sngmb.mojekarte.si/si/tosca/vstopnice-1167940.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Ondine%20Otta%20Klasinc...
https://dogodki.kulturnik.si/?where=Maribor","torek, 21. maj 2024",Tue May 21 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor: Dvorana Ondine Otta Klasinc...
Maribor"
Nasprotovanja,,"https://www.carpeartem.eu/cikel-carpe-artem-202324_1/nasprotovanja/
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Kazinska%20dvorana
https://dogodki.kulturnik.si/?where=Maribor","sreda, 22. maj 2024",Wed May 22 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor: Kazinska dvorana
Maribor"
Miet Warlop & NTGent: ENA PESEM,,"https://www.mojekarte.si/si/miet-warlop-ntgent-ena-pesem/vstopnice-1168139.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 22. maj 2024",Wed May 22 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Linhartova dvorana
Ljubljana"
SOS 4: Za popotnike,,"https://www.cd-cc.si/kultura/glasba/sos-4-za-popotnike
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 22. maj 2024",Wed May 22 2024 19:30:00 GMT+0200 (Central European Summer Time),Wed May 22 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Gallusova dvorana
Ljubljana"
Pogovori s skladatelji - Cikel 1808: Igor Majcen,,"https://dogodki.kulturnik.si/?where=Kogojeva%20dvorana%20DSS%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sreda, 22. maj 2024",Wed May 22 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Kogojeva dvorana DSS, Ljubljana
Ljubljana"
6. koncert cikla Carpe artem,,"https://sngmb.mojekarte.si/si/6-koncert-cikla-carpe-artem/vstopnice-1168832.html
https://dogodki.kulturnik.si/?where=Kazinska%20dvorana%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","sreda, 22. maj 2024",Wed May 22 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Kazinska dvorana Maribor
Maribor"
"Jazz Ravne: Šalamon, Andersen, Héral Trio",,"https://www.jazzravne.si/event/salamon-andersen-wertico-nor-usa-slo/
https://dogodki.kulturnik.si/?where=KMKC%20Kompleks
https://dogodki.kulturnik.si/?where=Ravne%20na%20Koro%C5%A1kem","sreda, 22. maj 2024",Wed May 22 2024 20:00:00 GMT+0200 (Central European Summer Time),,"KMKC Kompleks
Ravne na Koroškem"
Druga godba 2024,,"https://drugagodba.si/festival/
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%20%2F%20Kri%C5%BEanke%2C%20Ljubljana","četrtek, 23. maj 2024",Thu May 23 2024 00:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom / Križanke, Ljubljana"
Mednarodni festival Druga godba,,"http://www.drugagodba.si/
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 23. maj 2024",Thu May 23 2024 00:00:00 GMT+0200 (Central European Summer Time),Mon May 27 2024 00:00:00 GMT+0200 (Central European Summer Time),Ljubljana
Druga godba 2024: Danyèl Waro feat. Interzone (RE/AT),,"https://www.mojekarte.si/si/druga-godba-2024-dany&egrave;l-waro-feat-interzone-re-at/vstopnice-1179612.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 23. maj 2024",Thu May 23 2024 18:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Klub CD
Ljubljana"
Druga godba 2024: Danyèl Waro feat. Interzone,,"https://www.cd-cc.si/kultura/glasba/druga-godba-2024-danyel-waro-feat-interzone
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 23. maj 2024",Thu May 23 2024 18:00:00 GMT+0200 (Central European Summer Time),Thu May 23 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Klub CD
Ljubljana"
Cosi fan tutte PRE,,"https://www.mojekarte.si/si/cosi-fan-tutte-pre/vstopnice-1169242.html
https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 23. maj 2024",Thu May 23 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Opera Balet Ljubljana
Ljubljana"
Giacomo Puccini: Tosca,,"https://www.sng-mb.si/event/tosca-2/
https://dogodki.kulturnik.si/?where=SNG%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","četrtek, 23. maj 2024",Thu May 23 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor
Maribor"
Wolfgang Amadeus Mozart: Così fan tutte,,"https://www.opera.si/sl/program/predstava/opera/cosi-fan-tutte/?d=2078
https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","četrtek, 23. maj 2024",Thu May 23 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Opera Balet Ljubljana
Ljubljana"
TOSCA,,"https://sngmb.mojekarte.si/si/tosca/vstopnice-1167941.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Ondine%20Otta%20Klasinc...
https://dogodki.kulturnik.si/?where=Maribor","četrtek, 23. maj 2024",Thu May 23 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor: Dvorana Ondine Otta Klasinc...
Maribor"
Druga godba 2024,,"https://drugagodba.si/festival/
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 00:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom
Ljubljana"
Svetlobna gverila,,"http://www.svetlobnagverila.net/
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 00:00:00 GMT+0200 (Central European Summer Time),Wed Jun 26 2024 00:00:00 GMT+0200 (Central European Summer Time),Ljubljana
Cosi fan tutte PET,,"https://www.mojekarte.si/si/cosi-fan-tutte-pet/vstopnice-1169327.html
https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 18:00:00 GMT+0200 (Central European Summer Time),,"SNG Opera Balet Ljubljana
Ljubljana"
Druga godba 2024: Hatis Noit,,"https://www.cd-cc.si/kultura/glasba/druga-godba-2024-hatis-noit
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%C2%A0%C5%A0tihova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 18:00:00 GMT+0200 (Central European Summer Time),Fri May 24 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Štihova dvorana
Ljubljana"
Druga godba 2024: Hatis Noit (JP/GB),,"https://www.mojekarte.si/si/druga-godba-2024-hatis-noit-jp-gb/vstopnice-1179619.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%C2%A0%C5%A0tihova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 18:00:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Štihova dvorana
Ljubljana"
Ustad Noor Bakhsh (PK) + Pankisi Ensemble (GE),,"https://www.mojekarte.si/si/ustad-noor-bakhsh-pk-pankisi-ensemble-ge/vstopnice-1171607.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 19:30:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Linhartova dvorana
Ljubljana"
Ustad Noor Bakhsh + Pankisi Ensemble,,"https://www.cd-cc.si/kultura/glasba/ustad-noor-bakhsh-pankisi-ensemble
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Linhartova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 19:30:00 GMT+0200 (Central European Summer Time),Fri May 24 2024 22:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Linhartova dvorana
Ljubljana"
Wolfgang Amadeus Mozart: Così fan tutte,,"https://www.opera.si/sl/program/predstava/opera/cosi-fan-tutte/?d=2078
https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Opera Balet Ljubljana
Ljubljana"
Žan Serčič,,"https://www.facebook.com/events/282580074646980/
https://dogodki.kulturnik.si/?where=Hram%20kulture%20Arnolda%20Tovornika
https://dogodki.kulturnik.si/?where=Selnica%20ob%20Dravi","petek, 24. maj 2024",Fri May 24 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Hram kulture Arnolda Tovornika
Selnica ob Dravi"
Iztok Koren,,"https://www.kudkussa.com/events.html
https://dogodki.kulturnik.si/?where=Klub%20%C5%A0tala%2C%20Lokavec
https://dogodki.kulturnik.si/?where=Ajdov%C5%A1%C4%8Dina","petek, 24. maj 2024",Fri May 24 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Klub Štala, Lokavec
Ajdovščina"
Niet,,"https://www.facebook.com/events/3341459206000235
https://dogodki.kulturnik.si/?where=Kri%C5%BEanke
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 21:00:00 GMT+0200 (Central European Summer Time),,"Križanke
Ljubljana"
Druga godba 2024: Brìghde Chaimbeul,,"https://www.cd-cc.si/kultura/glasba/druga-godba-2024-brighde-chaimbeul
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 21:45:00 GMT+0200 (Central European Summer Time),Fri May 24 2024 23:00:00 GMT+0200 (Central European Summer Time),"Cankarjev dom, Klub CD
Ljubljana"
Druga godba 2024: Brìghde Chaimbeul (GB),,"https://www.mojekarte.si/si/druga-godba-2024-br&igrave;ghde-chaimbeul-gb/vstopnice-1179620.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","petek, 24. maj 2024",Fri May 24 2024 21:45:00 GMT+0200 (Central European Summer Time),,"Cankarjev dom, Klub CD
Ljubljana"
Druga godba 2024,,"https://drugagodba.si/festival/
https://dogodki.kulturnik.si/?where=CUK%20Kino%20%C5%A0i%C5%A1ka
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 25. maj 2024",Sat May 25 2024 00:00:00 GMT+0200 (Central European Summer Time),,"CUK Kino Šiška
Ljubljana"
Cosi fan tutte DRU,,"https://www.mojekarte.si/si/cosi-fan-tutte-dru/vstopnice-1169330.html
https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 25. maj 2024",Sat May 25 2024 18:00:00 GMT+0200 (Central European Summer Time),,"SNG Opera Balet Ljubljana
Ljubljana"
Wolfgang Amadeus Mozart: Così fan tutte,,"https://www.opera.si/sl/program/predstava/opera/cosi-fan-tutte/?d=2078
https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 25. maj 2024",Sat May 25 2024 18:00:00 GMT+0200 (Central European Summer Time),,"SNG Opera Balet Ljubljana
Ljubljana"
Giacomo Puccini: Tosca,,"https://www.sng-mb.si/event/tosca-2/
https://dogodki.kulturnik.si/?where=SNG%20Maribor
https://dogodki.kulturnik.si/?where=Maribor","sobota, 25. maj 2024",Sat May 25 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor
Maribor"
TOSCA,,"https://sngmb.mojekarte.si/si/tosca/vstopnice-1167942.html
https://dogodki.kulturnik.si/?where=SNG%20Maribor%3A%20Dvorana%20Ondine%20Otta%20Klasinc...
https://dogodki.kulturnik.si/?where=Maribor","sobota, 25. maj 2024",Sat May 25 2024 19:30:00 GMT+0200 (Central European Summer Time),,"SNG Maribor: Dvorana Ondine Otta Klasinc...
Maribor"
Maraaya,,"https://www.entrio.si/event/maraaya-prvic-v-krizankah-16452
https://dogodki.kulturnik.si/?where=Kri%C5%BEanke
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 25. maj 2024",Sat May 25 2024 20:00:00 GMT+0200 (Central European Summer Time),,"Križanke
Ljubljana"
Tadej ToŠ: ABRAhmm,,"https://www.mojekarte.si/si/tadej-tos-abrahmm/vstopnice-1180856.html
https://dogodki.kulturnik.si/?where=SiTiTeater%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 25. maj 2024",Sat May 25 2024 20:00:00 GMT+0200 (Central European Summer Time),,"SiTiTeater, Ljubljana
Ljubljana"
Druga godba 2024,,"https://drugagodba.si/festival/
https://dogodki.kulturnik.si/?where=AKC%20Metelkova%20mesto
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 26. maj 2024",Sun May 26 2024 00:00:00 GMT+0200 (Central European Summer Time),,"AKC Metelkova mesto
Ljubljana"
