Title,Details,Maplink,Description,Link
Plečnikova hiša,"  Datum: 08. 02. 2024 ob 10:00
  Kraj: Ljubljana, Plečnikova hiša 
  Tip: Kulturne prireditve, Etnološke prireditve
  Opomba: Ogled Plečnikove hiše je možen le z vodstvi, ki potekajo vsako polno uro med 10.00 in 18.00. S spletnim nakupom vstopnice si zagotovite rezervacijo termina. Cena vstopnice vključuje ogled stalne in občasne razstave ter vodstvo po Plečnikove 
",,"
Oglejte si hišo, kjer je arhitekt Jože Plečnik (1872–1957) živel in ustvarjal od leta 1921 do svoje smrti in kjer se je porajala Plečnikova Ljubljana. 
 Oglejte si hišo, kjer je arhitekt Jože Plečnik (1872–1957) živel in ustvarjal od leta 1921 do svoje smrti in kjer se je porajala Plečnikova Ljubljana.  Oglejte si stalno razstavo Plečnik o arhitektovem življenju in delu, vedno zanimive občasne razstave o njegovem ustvarjanju in Plečnikovo originalno ohranjeno domovanje, edinstven biser slovenske arhitekture.",https://mgml.si/sl/plecnikova-hisa/razstave/17/plecnikova-hisa/
Gledališke maske,"  Datum: 08. 02. 2024 ob 10:00
  Kraj: Ljubljana, Slovenski gledališki inštitut – Gledališki muzej 
  Tip: Kulturne prireditve
  
","https://www.google.com/maps/dir/Current+Location/46.0436,14.5059","
Pred pustno soboto so družine vabljene v Gledališki muzej na igrivo in ustvarjalno raziskovanje gledališke zgodovine.
 Pred pustno soboto so družine vabljene v Gledališki muzej na igrivo in ustvarjalno raziskovanje gledališke zgodovine. Spoznali boste gledališke maske in izvedeli, kje in kako so jih uporabljali v različnih obdobjih. Na delavnici boste tudi sami ustvarjali pisane maske in se preizkusili v igranju vlog.",mailto:sandra.jenko@slogi.si
Brezplačno vodenje po Hiši Stare trte z virtualnim doživetjem zgodbe najstarejše trte sveta,"  Datum: 08. 02. 2024 ob 11:00
  Kraj: Maribor, Hiša Stare trte (Vojašniška ulica 8, Maribor) 
  Tip: Kulturne prireditve
  Organizator: Zavod za turizem Maribor 
","https://www.google.com/maps/dir/Current+Location/46.5567,15.6444","
Popestrite si kulturni dan z brezplačnim vodenjem po Hiši Stare trte!
 Popestrite si kulturni dan z brezplačnim vodenjem po Hiši Stare trte! Datum: 8. februar 2023 Termin: Zbirno mesto: Hiša Stare trteTrajanje: 30 minutŠt. oseb: 10  Na vodenju boste spoznali zgodbo najstarejše trte na svetu. Naučite se boste o njenih začetkih, njenem pomenu za mesto Maribor in njeni vlogi v slovenski kulturi. Vodenje bo potekalo v dveh delih. V prvem delu boste spoznali zgodovino trte in hiše v kateri se nahaja. V drugem delu pa boste s pomočjo virtualne resničnosti doživeli zgodbo trte iz njene lastne perspektive. Prosimo vas, da se na vodenje predhodno prijavite preko rezervacijskega sistema.Prijave so možne do zapolnitve prostih mest! *Virtualno doživetje zgodbe najstarejše trte na svetu je prejelo 1. nagrado Evropske mreže za kulturni turizem v kategoriji digitalizacije v trajnostnem kulturnem turizmu na poti k pametnim destinacijam.",https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/17684-brezplacno-vodenje-po-hisi-stare-trte-z-virtualnim-dozivetjem-zgodbe-najstarejse-trte-sveta
Romeo in Julija v stripu,"  Datum: 08. 02. 2024 ob 15:00
  Kraj: Ljubljana, Slovenski gledališki inštitut – Gledališki muzej 
  Tip: Kulturne prireditve
  
","https://www.google.com/maps/dir/Current+Location/46.0436,14.5059","
Večno dramsko ljubezensko klasiko Williama Shakespeara se vam bo predstavila v novi preobleki. Romeo in Julija bosta zaživela kot stripovska lika na papirju.
 Večno dramsko ljubezensko klasiko Williama Shakespeara se vam bo predstavila v novi preobleki. Romeo in Julija bosta zaživela kot stripovska lika na papirju. Na delavnici boste spoznali značilnosti gledališča Shakespearove dobe, si ogledali stripovsko interpretacijo drame ter se z gledališko-ustvarjalnimi pristopi poglobili v dogajanje. Delavnica je namenjena tako mladim kot odraslim.",mailto:sandra.jenko@slogi.si
Festival KIZZ KISS 2024 - Dirty & Flirty edition,"  Datum: 09. 02. 2024 - 12. 02. 2024 
  Kraj: Ljubljana, Grand Hotel Union Eurostars 
  Tip: Glasbene prireditve, Zabavne prireditve
","https://www.google.com/maps/dir/Current+Location/46.0528,14.5066","
Grand Hotel Union odpira svoja vrata plesnemu dogodku, ki se bo odvijal na najlepšem plesišču daleč naokoli.
 Grand Hotel Union odpira svoja vrata plesnemu dogodku, ki se bo odvijal na najlepšem plesišču daleč naokoli. Nepozaben mednarodni plesni festival Urban Kiz-a in Kizombe.  V okviru festivala bodo potekale številne ustvarjalne umetniške delavnice, 3 zabave in družabni dogodki, mednarodni plesalci in še veliko več. Več kot 20 mednarodnih učiteljev Urban kiz-a in kizombe ter DJ-ev in okoli 1000 plesalcev z vsega sveta.",https://www.facebook.com/events/grand-hotel-union/kizz-kiss-festival-2023-forever-official/694244578580621/
Disco Carnival 2024: DJ Gabry Ponte,"  Datum: 09. 02. 2024
  Kraj: Portorož, Nekdanje skladišče soli Grando 
  Tip: Glasbene prireditve, Etnološke prireditve, Zabavne prireditve
","https://www.google.com/maps/dir/Current+Location/45.5045,13.5972","
Pustovanje v Portorožu
",https://www.portoroz.si/si/dozivi/dogodki/8937-disco-carnival-2024-dj-gabry-ponte
Janez Grošelj: Kozmična privlačnost,"  Datum: 09. 02. 2024 - 12. 03. 2024 
  Kraj: Ljubljana, Kongresni trg 
  Tip: Kulturne prireditve
","https://www.google.com/maps/dir/Current+Location/46.053,14.5039","
V tišini Parka Zvezda v Ljubljani se razkriva 'Kozmična Privlačnost', nočna odisejada, kjer se nebesna mističnost združi s poglobljenim motivom ljubezni. 
 V tišini Parka Zvezda v Ljubljani se razkriva 'Kozmična Privlačnost', nočna odisejada, kjer se nebesna mističnost združi s poglobljenim motivom ljubezni.  Ta niz svetlobnih instalacij, poetičnih artikulacij kozmičnih pojavov, ki se razkrivajo kot metafora za večplastno bistvo ljubezni in vabijo opazovalca k raziskovanju njenih globin in minljivi lepoti, razgrnjeni na platnu nočnega neba. Raziskovanje tako služi kot metaforični most med vesoljem in ljubeznijo in ju povezuje na smiseln način: Vesolje, kot končna meja raziskovanja, odraža našo prirojeno radovednost in željo po odkrivanju neznanega, medtem ko je ljubezen potovanje skozi raziskovanja čustev, razumevanje druge osebe in krmarjenje po zapletenostih odnosov. Tako kot vesolje, je lahko tudi ljubezen skrivnostna in polna nepričakovanih odkritij.  1. Meteorska DvojnostMeteorna dvojnost raziskuje dvojno naravo asteroidov v vesolju kot metaforo za nepredvidljive izide ljubezni. Ta alegorična pokrajina prikazuje upodobitve asteroidov na različnih poteh - nekateri predstavljajo grožnjo, drugi skrivajo neizmerna bogastva, simbolizirajoč potencial ljubezni tako za uničenje kot za neizmerno veselje. 2. Zvezdni BrstiZvezdne brste je navdihnil kozmični proces nastajanja zvezd in simbolizira začetne iskrice ljubezni in povezav. Vsebuje številne majhne drobce svetlobe, ki se naključno prižigajo, kar spominja na rojstvo zvezd v prostranem vesolju. 3. Gorečna vztrajnostNaraščajoča in usihajoča svetilnost zvezd imenovanih rdeči velikani ustvarja simfonijo, ki predstavlja prispodobo nenehno spreminjajoče se, a večno goreče strasti, ki v svoji jakosti vseskozi niha. 4. Nebesno ZbiranjeZdruževanje zvezdnih kopic uteleša medsebojno povezanost v odnosih in skupnostih. Simbolizira lepoto kolektivne moči in sija posameznikov, pri čemer vsak edinstveno prispeva k celoti. 5. Bežne SlediMinljivi sij meteorjev, ki je navdihnil to instalacijo, simbolizira prehodne, a pomembne življenjske trenutke. Vleče vzporednice med bežnimi, a neizbrisnimi odtisi ljubezni in minljivimi, a ganljivimi odtisi meteorjev na nočnem nebu. O avtorju: JANEZ GROŠELJ je po izobrazbi magister arhitekture, ki se pospešeno oddaljuje od stavbne projektive in svojo poklicanost odkriva v manjšem in bolj intimnem polju svetlobe in svetlobne umetnosti. Poleg aktivnega ustvarjanja deli svoje tehnično znanje in izkušnje s področja programiranja tudi kot svetovalec in mentor na delavnicah. Na Svetlobni gverili je v zadnjih letih sodeloval z več intermedijskimi projekti: Mesto-skica (z Andrejem Štularjem), Zajezeni, Valoskop, Utrip drevesa. Sodeloval je na festivalih: Skopje Light Art District (NM), Pixxelpoint (SI), Kunigunda (SI), Visual festival (FI), Jyväskylä City of Light, (FI), Turku festival of light, (FI), CestArt festival (SI). Za Mesto-skica sta z Andrejem Štularjem leta 2022 prejela nagrado festivala pixxlepoint.",https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/janez-groselj-kozmicna-privlacnost/
Krančkov karneval,"  Datum: 10. 02. 2024
  Kraj: Kranj, Mestno jedro Kranja 
  Tip: Zabavne prireditve
  Kontakt: Zavod za turizem in kulturo Kranj +386 (0)4 238 04 50 info@visitkranj.si 
","https://www.google.com/maps/dir/Current+Location/46.2433,14.3549","
Krančkov karneval je pustno rajanje za male in velike maske, ki poteka v središču starega mestnega jedra Kranja.
 Krančkov karneval je pustno rajanje za male in velike maske, ki poteka v središču starega mestnega jedra Kranja. Letos bo zabavno glasbeni program potekal na dveh osrednjih odrih (Glavni trg in pred Prešernovim gledališčem). Krančkov karneval bo v središču Kranja potekal v soboto, 10. februarja 2024, med 10. in 14. uro. Obeta se nam pustna zabava s čarovnikom Gregom, Dejanom Dogaja, harmonikarskim orkestrom glasbene šole Bučar in DJ-jem. Po mestu bo dišalo po pustnih dobrotah. Z ali brez maske vas vabimo, da se pridružite Krančkovemu karnevalu.",https://www.visitkranj.com/izbrani-dogodki/kranckov-karneval/
Otroška mašakrada,"  Datum: 10. 02. 2024
  Kraj: Cerknica, Športna dvorana Cerknica 
  Tip: Zabavne prireditve, Otroške prireditve, Ostale prireditve
  Kontakt: Pust v Cerknici 031 668 223 info@pust.si 
","https://www.google.com/maps/dir/Current+Location/45.7937,14.3619","
Pustna sobota je v Cerknici že tradicionalno rezervirana za naše najmlajše pustne navdušence.
 Pustna sobota je v Cerknici že tradicionalno rezervirana za naše najmlajše pustne navdušence. Male maškare vabimo v Cerkniško športno dvorano, kjer se bodo zabavale s tradicionalnimi cerkniškimi pustnimi liki: Butalci, coprnice, žabe, polhi, glasba, ples, coprnija in še marsikaj drugega. Zabavale se bodo vse maškare - male, velike, pa tudi vmesne. Otroke bodo zabavali Vila Eksena in superjunaki Repki!",https://www.notranjski-park.si/novice/otroska-maskarada-2331
Hruščanski karneval,"  Datum: 10. 02. 2024 - 12. 02. 2024 
  Kraj: Jesenice, Hrušica 
  Tip: Glasbene prireditve, Kulturne prireditve, Etnološke prireditve, Zabavne prireditve, Otroške prireditve
  Kontakt: Kulturno športno društvo Hrušica 040 545 848 ksd.hrusica@gmail.com 
  Organizator: KŠD Hrušica 
","https://www.google.com/maps/dir/Current+Location/46.4489,14.0133","
4. tradicionalni Hruščanski karneval, s pustno povorko od Hrušice do Jesenic, bo v soboto 10.2.2024. Vabljeni na najbolj divji dan!
 4. tradicionalni Hruščanski karneval, s pustno povorko od Hrušice do Jesenic, bo v soboto 10.2.2024. Vabljeni na najbolj divji dan! »Hrušca spet bo norooooo!«, kot že od leta 2020, ko smo v okviru KŠD Hrušica po več kot 30 letih ponovno oživeli ulice našega mesta Jesenice. Navdušenje, entuziazem in veselje na obrazih obiskovalcev je vsako leto neprecenljivo. Tradicija Hruščanskih pustnih povork do Jesenic sega vse v leto 1937. Leta 2020 je bila osrednja tema povorke Propadria, 2022 Pravljični junaki, 2023 smo se do Jesenic odpeljali kot Cirkus. Vendar je bila tema zastavljena precej izven okvirjev in zato povorka še bolj zanimiva, saj so vozovi predstavljali tudi zimski, politični, družinski cirkus,… Vsako leto daljša in bolj izvirna pustna povorka na Gorenjskem, privabi več sodelujočih vozov in pustnih mask, od blizu in daleč. Hruščanski karneval je turistično-kulturna prireditev, ki jo sofinancira Občina Jesenice. Obljubljamo, da bo Hruščanski karneval pester in divji, tako kot so bila divja 80` leta, katera bomo letos obudili! 80´leta, »ko se je dogajal ful« in »Slovenija bo spet za žur!«. Predstavili vam bomo glasbo, šport, modo,… Če bi radi izvedeli več, pa se nam 10.2.2024 pridružite in pustite presenetiti. Nagradili bomo tudi najboljše maske. Presenečenje pripravlja Relax turizem Jesenice. Kot se za 80´ spodobi, bo z nami tudi legendarni Podarim dobim, ki bo izžrebal ostale nagrade. Poskrbljeno bo za hrano in pijačo ter nepozabno pustovanje s skupino Arrow in Ptujskimi kurenti. Na Pustni torek 13.2.2024 pa sledi pustno rajanje za otroke in še en tradicionalni dogodek - sežig pusta. Kljub objokani vdovi, bo po maši in sežigu, od veselja, ker se življenje vrača v ustaljene tirnice, ob glasbi trajal žur pozno v noč. Štart povorke iz Hrušice ob 10:00, po državni cesti do Splošne bolnišnice, naprej do slaščičarne Metuljček, preko Ceste Cirila Tavčarja 11:00–11:30, ter po glavni cesti do Čufarjevega trga 11:30–12:00. Vmes bodo seveda postanki, da si boste lahko ogledali naše unikatne vozove in se z nami poveselili. Na Čufarjevem trgu bo sledil kulturno-zabavni program. Ob 14:00 se bo povorka odpravila nazaj na Hrušico, mimo Doma upokojencev. Povratek na Hrušico ob 16:00 in zabava s skupino Arrow in Koranti.",https://ksd-hrusica.si/index.php
Pustna plesna žurka,"  Datum: 10. 02. 2024 ob 19:30
  Kraj: Ljubljana 
  Tip: Zabavne prireditve
  Opomba: Na dogodek se lahko prijavite na naslovu https://dogodkizasamske.si/o-dogodkih/ples-za-samske.html. Cena: 20,00 € 
","https://www.google.com/maps/dir/Current+Location/46.0935,14.5168","
Ljubitelji plesa in romantike, ne skrbite, če ne znate plesati – s profesionalnim plesnim učiteljem boste osvojili osnovne korake in se prepustili ritmu. 
 Ljubitelji plesa in romantike, ne skrbite, če ne znate plesati – s profesionalnim plesnim učiteljem boste osvojili osnovne korake in se prepustili ritmu.  Plesali boste v izmenjujočih se parih ob nalezljivih melodijah, medtem ko vas bodo razvajali s prigrizki in pijačo v neomejenih količinah. ",https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/valentinov-ples-za-samske-na-jezici/
52. Pustni karneval v Slovenj Gradcu,"  Datum: 11. 02. 2024
  Kraj: Slovenj Gradec, Glavni trg in Trg svobode v Slovenj Gradcu 
  Tip: Festivali, Kulturne prireditve, Otroške prireditve
  Kontakt: Javni zavod SPOTUR 02 88 12 116 tic@slovenjgradec.si 
","https://www.google.com/maps/dir/Current+Location/46.4198,15.8717","
Tradicionalni 52. Pustni karneval v Slovenj Gradcu bo potekal v nedeljo, 11. februarja, ob 14. uri na Glavnem trgu v Slovenj Gradcu. Vabljeni, da skupaj s pustnimi maškarami preženemo zimo.
 Tradicionalni 52. Pustni karneval v Slovenj Gradcu bo potekal v nedeljo, 11. februarja, ob 14. uri na Glavnem trgu v Slovenj Gradcu. Vabljeni, da skupaj s pustnimi maškarami preženemo zimo. Tradicionalni 52. Pustni karneval v Slovenj Gradcu bo potekal v nedeljo, 11. februarja, ob 14. uri na Glavnem trgu v Slovenj Gradcu. Vabljeni, da skupaj s pustnimi maškarami preženemo zimo.",https://www.visitslovenjgradec.si/Vsi-dogodki/ArtMID/1308/ArticleID/1504/52-Pustni-karneval-v-Slovenj-Gradcu
Mednarodna karnevalska povorka,"  Datum: 11. 02. 2024
  Kraj: Ptuj, Ptujske ulice in trgi 
  Tip: Kulturne prireditve, Zabavne prireditve
","https://www.google.com/maps/dir/Current+Location/46.4207,15.8718"," 11. 2. 2024, ob 13.00, Ptujske ulice in trgi Ptujske ulice in trge bo preplavil sprevod več tisoč karnevalskih mask ter tradicionalnih likov, ki bodo pripovedovali zgodbe o preteklosti, prihodnosti in današnjem času.   ",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/mednarodna-karnevalska-povorka-2/
The Miha Artnak: LAST,"  Datum: 13. 02. 2024 - 24. 03. 2024 
  Kraj: Ljubljana, Galerija Vžigalica – MGML 
  Tip: Kulturne prireditve, Etnološke prireditve
","https://www.google.com/maps/dir/Current+Location/46.0507,14.5037","
Artnakova postavitev v časih, ko malikujemo zasebno lastnino, preoblikuje razumevanje lastništva in lastnine z uvajanjem inovativnega koncepta nemožnosti lastništva. 
 Artnakova postavitev v časih, ko malikujemo zasebno lastnino, preoblikuje razumevanje lastništva in lastnine z uvajanjem inovativnega koncepta nemožnosti lastništva.  V galeriji bo na ogled sedem umetniških del. Vsako od njih predstavlja edinstveno obliko lastništva, hkrati pa izziva običajne predstave o umetnosti, ki naslavlja lastnino, avtorstvo in avtentičnost, vse v okviru trenutne tehnologije in storitev.",https://mgml.si/sl/galerija-vzigalica/dogodki/1609/2024-02-13/19-00/odprtje-razstave-the-mihe-artnaka-o-lastnistvu-in-lastnini/
Zvončki in trobentice,"  Datum: 13. 02. 2024 ob 20:00
  Kraj: Ljubljana, Cankarjev dom 
  Tip: Glasbene prireditve
","https://www.google.com/maps/dir/Current+Location/46.047,14.4983","
Ob 10. jubilejni izdaji se bo festival preoblikoval v kar dvodnevni showcase dogodek.
 Ob 10. jubilejni izdaji se bo festival preoblikoval v kar dvodnevni showcase dogodek. Festival je velika priložnost za številne domače jazzovske ustvarjalce, da predstavijo svoje nove projekte. Program bo izveden v dveh dneh, v katerih se bo predstavilo osem zasedb. Program: 20.00 LILAMORS (SI/DE)Ana Čop, glas; Jaka Arh, procesiranje zvoka, živa elektronika; Thilo Seevers, klavir 21.00 Miha Gantar Trio (SI/US)Miha Gantar, klavir; William Barrett, kontrabas; Tristan Renfrow, bobni 22.00 Mladi Raziskovalci VII. – Gaj Bostič – Mrk (SI/AT/ES/SK)Gaj Bostič, bobni, učinki; Jošt Lampret, bas; Mark Žakelj, kitara; Maximilian Gerstbach, klaviature; Jordi Roviró, trobenta; Matej Novák, altovski saksofonV sodelovanju z Inštitutom .abeceda 18.30 Vollmaier: Kind of Laibach (Extended) (SI)Sašo Vollmaier, klavir 19.20 Drago Ivanuša MAGNETIK (SI)Drago Ivanuša, klavir; Urška Supej, kitara; Vita Kobal, violina; Žiga Golob, kontrabas; Lola Mlačnik, tolkala 20.10 Duo Valčić Preuschl (HR/AT) Asja Valčić, violončelo; Raphael Preuschl, basukuleleV sodelovanju z MICA Dunaj in Avstrijski kulturni forum Ljubljana 21.20 Luka Zabric & The Gatherers (SI/HR/SR/BR)Luka Zabric, altovski saksofon; Nikola Vuković, trobenta; Tin Džaferović, kontrabas; Luís Oliveira, bobni 22.10 Krajnčan Brothers (SI)Žigan Krajnčan, glas; Kristijan Krajnčan, violončelo, bobni LILAMORSZasedba LILAMORS, pod vodstvom vokalistke Ane Čop, izvaja sodobno elektroakustično glasbo. Njihov prvenec When I Am Dead, My Dearest je že požel veliko pozitivnih priznanj v medijih, z recenzijami in premierami na radijskih postajah po vsem svetu. Trije večkrat nagrajeni umetniki ustvarjajo dialog med kontrastnimi glasbenimi elementi in vplivi, raziskujejo zvočne meje in v svojih besedilih dajejo prostor temam, ki so v sodobnem življenju pogosto odrinjene na rob. S kristalno jasnim liričnim glasom, ki ga spremljata klavir in subtilna elektronika, ponujajo edinstveno stilsko neomejeno glasbeno izkušnjo, ob tem pa ustvarjajo mistično ozračje, ki briše meje med resničnim in neresničnim. MIHA GANTAR TRIOTrio Mihe Gantarja izhaja iz tradicije velikih ustvarjalnih umov glasbe 20. stoletja in se predstavlja kot naslednji korak v razvoju formata jazzovskega tria. Skupina, opredeljena s pustolovskim odnosom do ustvarjanja glasbe, ponotranja napredne ideale, ki izhajajo iz zgodovine jazza in modernizma, jih vztrajno razvija naprej ter na vsakem nastopu teži h kreiranju novih zvočnih realnosti. Z globoko osebnim pristopom h kompoziciji in zvoku Gantar ponuja svojo vizijo tria prihodnosti. Miha Gantar je v dveh letih (2022 in 2023) izdal dva skupka petih cedejev pri založbi Clean Feed z naslovoma Introducing in Amsterdam. Spremno besedo za slednjega je napisal legendarni Reggie Workman. MLADI RAZISKOVALCI VII. (YOUNG RESERACHERS VII.)–GAJ BOSTIČ–MRKProjekt Mrk je srečanje različnih glasbenih elementov, kjer vsak žanr prispeva svoj edinstveni odtenek v celotno paleto zvoka. Rezultat je dinamična fuzija, ki se ne ujema s tradicionalnimi kategorizacijami. Vsaka skladba je odsev želje po raziskovanju meja in neznanih območij. Pojem »mrk« označuje trenutek, ko svetloba in tema plešeta v vesoljnem plesu. Na eni strani imamo svetlobo, ki odraža svetlost in energijo, ter na drugi temo, ki nosi globino in skrivnost. Gaj Bostič se želi v tem projektu poigravati z omenjenimi nasprotji, podobno kot planeti, ki prečkajo svoje orbite in se za trenutek prekrivajo. Prisotnost svetlobe se odraža v zvenu trobente in saksofona, njune melodije razsvetljujejo močno ritemsko sekcijo, ki se giblje v temni kulisi, medtem ko klaviature in efekti dodajo globino prostoru in ustvarjajo kontrastno ozračje. VOLLMAIER: KIND OF LAIBACH (EXTENDED)Po diplomi na Akademiji za glasbo v Ljubljani je Vollmaier deloval v žanrsko različnih okoljih, ki so segala od komornih ansamblov do alternativnih zasedb. Od leta 2007 je povezan z avantgardno glasbeno skupino Laibach, tako kot klaviaturist kot aranžer in studijski glasbenik. Sašev klavirski solo projekt, ki se navdihuje pri ustvarjanju vodilnih slovenskih industrijskih zvokov, vključuje priredbe več skladb skupine Laibach. Sašo se giblje med dvema svetovoma, klasičnim in industrijskim, ter išče povezave med njima s sintezo ponavljanja, minimalizma in širokega dinamičnega razpona. Po izjemnem glasbeno-vizualnem projektu Vollmaier: Ligeti, ki ga je leta 2023 premierno predstavil v Cankarjevem domu, čemur je sledil nastop na Ligetijevem festivalu v Budimpešti, Vollmaier podaljšuje glasbeno raziskovanje, ki ga lahko slišimo na albumu Kind of Laibach (Nika Records, 2020). DRAGO IVANUŠA MAGNETIKProjekt MAGNETIK proslavljenega slovenskega glasbenika in skladatelja prinaša muziciranje samosvojih posameznikov, ki skozi Ivanuševe kompozicije, v katerih še vedno odzvanja vročekrvnost klavirskega sola La Béte humaine, iščejo privlačnost in nasprotja, skupnost in odmik. V glasbi se zrcali pogled na medsebojna razmerja in spore v našem hitro spreminjajočem se svetu in položaju posameznika sredi naraščajočega kaosa. Je utopija še mogoča? Ali družba sploh še obstaja? Je mogoča kakršna koli sprememba? Je lahko umetnost odgovor na vulgarnost in perverznost sveta? Ali vsaj dobro zastavljeno vprašanje? Medsebojna privlačnost, empatija, sodelovanje so magnetizem dveh glasbenikov in treh glasbenic, ki prihajajo iz različnih glasbenih okolij. DUO VALČIĆ PREUSCHL Na Dunaju živeča ustvarjalca Asja Valčić in Raphael Preuschl sta se odločila zvabiti svoje poslušalce v svet globokih, bogatih zvokov. Duo predstavlja zaporedje skladb za violončelo in bas ukulele, v katerih oba glasbenika raziskujeta tople, zemeljske tone svojih inštrumentov v prepletu improvizacij ter lepo stkanih melodij in ritmov. Včasih nežni in intimni, včasih strastni in virtuozni, obvladajo pravo ravnovesje med formo in izrazom. Njuna glasba je izšla tudi na albumu Velvet. LUKA ZABRIC & THE GATHERERSV Kobenhavnu živeči glasbenik iz Ljubljane je pred časom ustanovil mednarodno zasedbo The Gatherers. Različna ozadja članov skupine se pretakajo v kolektivno eklektično izraznost, ki jo zaznamuje individualnost posameznikov in veže skupna glasbena vizija. Mednarodni kvartet išče nove pristopne točke svojemu ustaljenemu repertoarju, a vendar tudi po bolj ali manj premišljenih vzgibih pušča uhojeno pot za seboj. Luka Zabric je bil kot slovenski glasbenik izbran v projekt Footprints (2023). KRAJNČAN BROTHERSNavdušujoča odisejada Žigana in Kristijana Krajnčana nas z glasom, violončelom, tolkali in plesom popelje skozi ocean različnih žanrov in čustev. Tako ločeno kot skupaj si neustavljiva brata prizadevata ustvariti umetnine, ki širijo, na novo rišejo ali celo podirajo običajne meje glasbenih stilov. Varujmo odprtost, v duhu tega potujeta po svetu črpata nove navdihe. Za referenco albuma: Žigan Krajnčan: Fusion Reactor (Nika Records, 2023) Drummingcellist: Zabučale gore / The Mountains Roared (2022).",https://www.cd-cc.si/kultura/glasba/zvoncki-in-trobentice-4
Valentinova večerja,"  Datum: 14. 02. 2024
  Kraj: Bled, Bled Rose hotel 
  Tip: Glasbene prireditve, Kulturne prireditve, Zabavne prireditve, Gastronomske prireditve
  Kontakt: Bled Rose hotel 04 579 6000 hotel@bledrose.com 
","https://www.google.com/maps/dir/Current+Location/46.3711,14.1057","
Pridružita se nam na romantični Valentinovi večerji z očarljivo živo glasbo violinistke Ekaterine Lepoša ter pevke Marie Sofie.
 Pridružita se nam na romantični Valentinovi večerji z očarljivo živo glasbo violinistke Ekaterine Lepoša ter pevke Marie Sofie. VALENTINOV MENI: CHEFOV POZDRAV Ostriga, granita šampanjca
Sirova grizika (Pustotnikov sir)
Piščančja pralina, kakavovo maslo
Chefov kruh, maslo s spirulino, domača rikota HLADNA PREDJED Tatar suho zorjene govedine, solatni srček, kruhov čips
Karpačo sipe, sorbet angleške kumare, yuzu kaviar
Pesa, mladi kozji sir, brijoš TOPLA PREDJED Hobotnica, cvetača, sipino črnilo, žafran
Tortelini, gomoljna zelena, tartuf GLAVNA JED Telečja lička, Milanska rižota, pečeno korenje v senu
Kovač, potočni rak, črni česen SLADICA Malinov mousse, pistacija, robida PETIT FOURS Cookie – javorjev sirup, slanina
Korenčkov marshmallow CENA MENIJA: 65€/osebo Rezervacije: hotel@bledrose.com / +386 4 579 6000",https://bledrose.com/sl/dogodki/
Kabaret Tiffany Presents: Valentinovo,"  Datum: 14. 02. 2024 ob 21:00
  Kraj: Ljubljana, Galerija Škuc 
  Tip: Kulturne prireditve, Zabavne prireditve
  Opomba: Za več informacij obiščite spletno stran organizatorja. 
","https://www.google.com/maps/dir/Current+Location/46.047,14.5066","
Pridružite se nam na v večeru smeha, očarljivosti in pretiravanja, kot znajo prazniku primerno pretiravati le ljubljanske kraljice preobleke.
 Pridružite se nam na v večeru smeha, očarljivosti in pretiravanja, kot znajo prazniku primerno pretiravati le ljubljanske kraljice preobleke. Potopite se v večer očarljivih nastopov, dražljivih presenečenj in dramatičnih zapletov! Galerija Škuc bo zagotovo prostor vašega nepozabnega praznovanje valentinovega.",https://skuc.org/kabaret-tiffany-valentinovo-2024
Razstava Klavdije Jeršinovec in Đejmi Hadrović,"  Datum: 15. 02. 2024 - 11. 03. 2024 
  Kraj: Ljubljana 
  Tip: Kulturne prireditve
","https://www.google.com/maps/dir/Current+Location/46.0537,14.5093","
Dve umetnici in dva kritična pogleda na sodobno družbeno stanje.
 Dve umetnici in dva kritična pogleda na sodobno družbeno stanje. Đejmi Hadrović: Umetnost delavskega razreda Tematika razstave posreduje samorefleksivna dejanja o negotovih razmerah v umetnosti in se osredotoča na diskurze sodobne družbene dinamike, ki se dogajajo na različnih celinah. Avtorica v različnih medijih dokumentira dejanja tako imenovanega prekarnega razreda znotraj umetniškega sistema, ki išče svoje neodvisno mesto v kulturnem polju – največkrat zaman. Klavdija Jeršinovec: Sužnji trendom Klavdija Jeršinovec se že dlje časa posveča geometrijskemu minimalizmu in verjame, da kljub svoji navidezni preprostosti nosi odslikavo stanja v družbi. V prenasičenosti trenutne umetniške scene z umetnostjo šoka, gre proti toku trenutnim trendom, zato svoja dela zavestno pušča preprosta. Meni, da umetnik s svojimi deli pritegne ljudi le s tematiko seksualnosti, šoka, spektaklom in prehajanjem tabujev. Kustosinja razstave je Maja Kač.",https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/razstava-klavdije-jersinovec-in-djejmi-hadrovic/
